sku_id,scraped_on,price,stock,image_url,article_type,mean_price
54,2018-12-09,1.0,1,https://images.topshop.com/i/TopShop/TS61T21JROS_M_1.jpg?$Large$,Jewellery,-28.401432726353008
55,2018-12-09,1.0,1,https://images.topshop.com/i/TopShop/TS61T21JCOR_M_1.jpg?$Large$,Jewellery,-28.401432726353008
56,2018-12-09,1.0,1,https://images.topshop.com/i/TopShop/TS61T30JSLV_M_1.jpg?$Large$,Jewellery,-28.401432726353008
57,2018-12-09,1.0,1,https://images.topshop.com/i/TopShop/TS61E30JPLE_M_1.jpg?$Large$,Jewellery,-28.401432726353008
58,2018-12-09,1.0,1,https://images.topshop.com/i/TopShop/TS61T28JROS_M_1.jpg?$Large$,Jewellery,-28.401432726353008
59,2018-12-09,40.0,45,https://images.topshop.com/i/TopShop/TS02B02JBLK_M_1.jpg?$Large$,Jeans,10.598567273646992
60,2018-12-09,10.0,60,https://images.topshop.com/i/TopShop/TS04J01KBLK_M_1.jpg?$Large$,Dresses,-19.401432726353008
61,2018-12-09,3.0,40,https://images.topshop.com/i/TopShop/TS04W80JRED_M_1.jpg?$Large$,Tops,-26.401432726353008
62,2018-12-09,22.0,51,https://images.topshop.com/i/TopShop/TS44I40JBLK_M_1.jpg?$Large$,Trousers & Leggings,-7.401432726353008
63,2018-12-09,5.0,57,https://images.topshop.com/i/TopShop/TS43A09KNUD_M_1.jpg?$Large$,Lingerie,-24.401432726353008
64,2018-12-09,6.0,1,https://images.topshop.com/i/TopShop/TS61T48JGRY_M_1.jpg?$Large$,Jewellery,-23.401432726353008
65,2018-12-09,3.0,1,https://images.topshop.com/i/TopShop/TS61B24JGLD_M_1.jpg?$Large$,Jewellery,-26.401432726353008
66,2018-12-09,20.0,10,https://images.topshop.com/i/TopShop/TS22S01KWHT_M_1.jpg?$Large$,Sunglasses,-9.401432726353008
67,2018-12-09,5.0,60,https://images.topshop.com/i/TopShop/TS43T46JBLK_M_1.jpg?$Large$,Lingerie,-24.401432726353008
68,2018-12-09,18.0,10,https://images.topshop.com/i/TopShop/TS22P05KCRM_M_1.jpg?$Large$,Sunglasses,-11.401432726353008
69,2018-12-09,74.99,8,https://images.topshop.com/i/TopShop/TS63F37JBLK_M_1.jpg?$Large$,Shoes,45.58856727364699
70,2018-12-09,74.99,2,https://images.topshop.com/i/TopShop/TS63F25JBLU_M_1.jpg?$Large$,Shoes,45.58856727364699
71,2018-12-09,12.0,1,https://images.topshop.com/i/TopShop/TS16H05KCHR_M_1.jpg?$Large$,Trousers & Leggings,-17.401432726353008
72,2018-12-09,50.0,10,https://images.topshop.com/i/TopShop/TS63A10JGLD_M_1.jpg?$Large$,Sunglasses,20.598567273646992
73,2018-12-09,18.0,10,https://images.topshop.com/i/TopShop/TS22S07KNUD_M_1.jpg?$Large$,Sunglasses,-11.401432726353008
74,2018-12-09,12.0,10,https://images.topshop.com/i/TopShop/TS26R14KBLK_M_1.jpg?$Large$,Trousers & Leggings,-17.401432726353008
75,2018-12-09,38.0,198,https://images.topshop.com/i/TopShop/TS02J65JBLK_M_1.jpg?$Large$,Jeans,8.598567273646992
76,2018-12-09,12.0,31,https://images.topshop.com/i/TopShop/TS44H14KBLK_M_1.jpg?$Large$,Trousers & Leggings,-17.401432726353008
77,2018-12-09,17.4,1,https://images.topshop.com/i/TopShop/TS62R22JNAV_M_1.jpg?$Large$,Dresses,-12.00143272635301
78,2018-12-09,46.0,49,https://images.topshop.com/i/TopShop/TS26I04KBLK_M_1.jpg?$Large$,Jeans,16.598567273646992
79,2018-12-09,18.0,1,https://images.topshop.com/i/TopShop/TS62R26JPNK_M_1.jpg?$Large$,Tops,-11.401432726353008
80,2018-12-09,20.0,1,https://images.topshop.com/i/TopShop/TS22S08KTRL_M_1.jpg?$Large$,Sunglasses,-9.401432726353008
81,2018-12-09,46.0,236,https://images.topshop.com/i/TopShop/TS02Y02KBLK_M_1.jpg?$Large$,Jeans,16.598567273646992
82,2018-12-09,40.0,240,https://images.topshop.com/i/TopShop/TS02J26KBLK_M_1.jpg?$Large$,Jeans,10.598567273646992
83,2018-12-09,89.0,10,https://images.topshop.com/i/TopShop/TS63R01KGLD_F_1.jpg?$Large$,Jewellery,59.59856727364699
84,2018-12-09,89.0,10,https://images.topshop.com/i/TopShop/TS63R01KSLV_F_1.jpg?$Large$,Jewellery,59.59856727364699
85,2018-12-09,79.0,10,https://images.topshop.com/i/TopShop/TS63R01KBLK_F_1.jpg?$Large$,Jewellery,49.59856727364699
86,2018-12-09,79.0,10,https://images.topshop.com/i/TopShop/TS63R02KBLK_F_1.jpg?$Large$,Jewellery,49.59856727364699
87,2018-12-09,79.0,10,https://images.topshop.com/i/TopShop/TS63R01KGRY_F_1.jpg?$Large$,Jewellery,49.59856727364699
88,2018-12-09,89.0,10,https://images.topshop.com/i/TopShop/TS63R02KROS_F_1.jpg?$Large$,Jewellery,59.59856727364699
89,2018-12-09,79.0,8,https://images.topshop.com/i/TopShop/TS63R06KBLK_F_1.jpg?$Large$,Jewellery,49.59856727364699
90,2018-12-09,79.0,10,https://images.topshop.com/i/TopShop/TS63R09KBLK_F_1.jpg?$Large$,Jewellery,49.59856727364699
91,2018-12-09,79.0,10,https://images.topshop.com/i/TopShop/TS63R03KPNK_F_1.jpg?$Large$,Jewellery,49.59856727364699
92,2018-12-09,79.0,10,https://images.topshop.com/i/TopShop/TS63R10KBLK_F_1.jpg?$Large$,Jewellery,49.59856727364699
93,2018-12-09,79.0,10,https://images.topshop.com/i/TopShop/TS63R02KGRY_F_1.jpg?$Large$,Jewellery,49.59856727364699
94,2018-12-09,79.0,10,https://images.topshop.com/i/TopShop/TS63R01KBRN_F_1.jpg?$Large$,Jewellery,49.59856727364699
95,2018-12-09,79.0,10,https://images.topshop.com/i/TopShop/TS63R03KBLK_F_1.jpg?$Large$,Jewellery,49.59856727364699
96,2018-12-09,79.0,10,https://images.topshop.com/i/TopShop/TS63R01KPNK_F_1.jpg?$Large$,Jewellery,49.59856727364699
97,2018-12-09,89.0,10,https://images.topshop.com/i/TopShop/TS63R02KGLD_F_1.jpg?$Large$,Jewellery,59.59856727364699
98,2018-12-09,79.0,10,https://images.topshop.com/i/TopShop/TS63R05KBLK_F_1.jpg?$Large$,Jewellery,49.59856727364699
99,2018-12-09,79.0,9,https://images.topshop.com/i/TopShop/TS63R07KBLK_F_1.jpg?$Large$,Jewellery,49.59856727364699
100,2018-12-09,4.0,10,https://images.topshop.com/i/TopShop/TS61E24KSLV_M_1.jpg?$Large$,Jewellery,-25.401432726353008
101,2018-12-09,42.0,230,https://images.topshop.com/i/TopShop/TS02K22KBLK_M_1.jpg?$Large$,Jeans,12.598567273646992
102,2018-12-09,74.99,7,https://images.topshop.com/i/TopShop/TS63F01KPNK_M_1.jpg?$Large$,Shoes,45.58856727364699
103,2018-12-09,2.5,55,https://images.topshop.com/i/TopShop/TS43T02LDND_M_1.jpg?$Large$,Lingerie,-26.901432726353008
104,2018-12-09,12.0,51,https://images.topshop.com/i/TopShop/TS44H11LBLK_M_1.jpg?$Large$,Trousers & Leggings,-17.401432726353008
105,2018-12-09,2.5,40,https://images.topshop.com/i/TopShop/TS43A11LRED_M_1.jpg?$Large$,Lingerie,-26.901432726353008
106,2018-12-09,2.5,60,https://images.topshop.com/i/TopShop/TS43A15LPPK_M_1.jpg?$Large$,Lingerie,-26.901432726353008
107,2018-12-09,5.0,60,https://images.topshop.com/i/TopShop/TS43O01LNUD_M_1.jpg?$Large$,Lingerie,-24.401432726353008
108,2018-12-09,28.8,2,https://images.topshop.com/i/TopShop/TS62C10KBLK_M_1.jpg?$Large$,Dresses,-0.601432726353007
109,2018-12-09,10.0,1,https://images.topshop.com/i/TopShop/TS02M53KMDT_M_1.jpg?$Large$,Jeans,-19.401432726353008
110,2018-12-09,15.0,21,https://images.topshop.com/i/TopShop/TS02L02KWHT_M_1.jpg?$Large$,Jeans,-14.401432726353008
111,2018-12-09,22.4,24,https://images.topshop.com/i/TopShop/TS12B43LMUL_M_1.jpg?$Large$,Tops,-7.001432726353009
112,2018-12-09,7.0,10,https://images.topshop.com/i/TopShop/TS61E48KSLV_F_1.jpg?$Large$,Jewellery,-22.401432726353008
113,2018-12-09,42.0,20,https://images.topshop.com/i/TopShop/TS30A22LMDT_M_1.jpg?$Large$,Jeans,12.598567273646992
114,2018-12-09,64.99,6,https://images.topshop.com/i/TopShop/TS63F11KBLK_M_1.jpg?$Large$,Shoes,35.58856727364699
115,2018-12-09,10.0,1,https://images.topshop.com/i/TopShop/TS29T31KBLK_M_1.jpg?$Large$,Tops,-19.401432726353008
116,2018-12-09,42.0,188,https://images.topshop.com/i/TopShop/TS02L58KBLK_M_1.jpg?$Large$,Jeans,12.598567273646992
117,2018-12-09,34.0,0,https://images.topshop.com/i/TopShop/TS29H13KGYM_M_1.jpg?$Large$,Tops,4.598567273646992
118,2018-12-09,25.0,51,https://images.topshop.com/i/TopShop/TS02J02LWHT_M_1.jpg?$Large$,Jeans,-4.401432726353008
119,2018-12-09,25.0,66,https://images.topshop.com/i/TopShop/TS02J05LWHT_M_1.jpg?$Large$,Jeans,-4.401432726353008
120,2018-12-09,42.0,74,https://images.topshop.com/i/TopShop/TS02Y34LMDT_M_1.jpg?$Large$,Jeans,12.598567273646992
121,2018-12-09,15.0,11,https://images.topshop.com/i/TopShop/TS05B04LMDT_M_1.jpg?$Large$,Shorts,-14.401432726353008
122,2018-12-09,12.0,10,https://images.topshop.com/i/TopShop/TS22Z03LHNY_M_1.jpg?$Large$,Sunglasses,-17.401432726353008
123,2018-12-09,38.0,21,https://images.topshop.com/i/TopShop/TS02L02LDST_M_1.jpg?$Large$,Jeans,8.598567273646992
124,2018-12-09,40.0,203,https://images.topshop.com/i/TopShop/TS02Z02LBLK_M_1.jpg?$Large$,Jeans,10.598567273646992
125,2018-12-09,40.0,14,https://images.topshop.com/i/TopShop/TS02Z02LIND_M_1.jpg?$Large$,Jeans,10.598567273646992
126,2018-12-09,46.0,66,https://images.topshop.com/i/TopShop/TS02Y05LBLC_M_1.jpg?$Large$,Jeans,16.598567273646992
127,2018-12-09,42.0,58,https://images.topshop.com/i/TopShop/TS02Y26LMDT_M_1.jpg?$Large$,Jeans,12.598567273646992
128,2018-12-09,4.0,7,https://images.topshop.com/i/TopShop/TS61E62KGLD_F_1.jpg?$Large$,Jewellery,-25.401432726353008
129,2018-12-09,5.0,10,https://images.topshop.com/i/TopShop/TS44X20KJDE_M_1.jpg?$Large$,Swimwear,-24.401432726353008
130,2018-12-09,25.0,131,https://images.topshop.com/i/TopShop/TS02Y08LWHT_M_1.jpg?$Large$,Jeans,-4.401432726353008
131,2018-12-09,89.0,10,https://images.topshop.com/i/TopShop/TS63R04KROS_M_1.jpg?$Large$,Jewellery,59.59856727364699
132,2018-12-09,89.0,10,https://images.topshop.com/i/TopShop/TS63R05KGLD_F_1.jpg?$Large$,Jewellery,59.59856727364699
133,2018-12-09,89.0,10,https://images.topshop.com/i/TopShop/TS63R04KPNK_F_1.jpg?$Large$,Jewellery,59.59856727364699
134,2018-12-09,89.0,10,https://images.topshop.com/i/TopShop/TS63R04KGRY_F_1.jpg?$Large$,Jewellery,59.59856727364699
135,2018-12-09,99.0,10,https://images.topshop.com/i/TopShop/TS63R05KSLV_F_1.jpg?$Large$,Jewellery,69.59856727364699
136,2018-12-09,89.0,10,https://images.topshop.com/i/TopShop/TS63R04KGLD_F_1.jpg?$Large$,Jewellery,59.59856727364699
137,2018-12-09,89.0,10,https://images.topshop.com/i/TopShop/TS63R05KROS_F_1.jpg?$Large$,Jewellery,59.59856727364699
138,2018-12-09,89.0,10,https://images.topshop.com/i/TopShop/TS63R04KBLU_F_1.jpg?$Large$,Jewellery,59.59856727364699
139,2018-12-09,89.0,10,https://images.topshop.com/i/TopShop/TS63R11KBLK_F_1.jpg?$Large$,Jewellery,59.59856727364699
140,2018-12-09,89.0,10,https://images.topshop.com/i/TopShop/TS63R05KPNK_F_1.jpg?$Large$,Jewellery,59.59856727364699
141,2018-12-09,89.0,10,https://images.topshop.com/i/TopShop/TS63R04KMNT_F_1.jpg?$Large$,Jewellery,59.59856727364699
142,2018-12-09,99.0,9,https://images.topshop.com/i/TopShop/TS63R06KROS_F_1.jpg?$Large$,Jewellery,69.59856727364699
143,2018-12-09,99.0,10,https://images.topshop.com/i/TopShop/TS63R06KGLD_F_1.jpg?$Large$,Jewellery,69.59856727364699
144,2018-12-09,99.0,8,https://images.topshop.com/i/TopShop/TS63R07KROS_F_1.jpg?$Large$,Jewellery,69.59856727364699
145,2018-12-09,99.0,4,https://images.topshop.com/i/TopShop/TS63R07KGLD_F_1.jpg?$Large$,Jewellery,69.59856727364699
146,2018-12-09,42.0,181,https://images.topshop.com/i/TopShop/TS02B02LBLK_M_1.jpg?$Large$,Jeans,12.598567273646992
147,2018-12-09,45.0,118,https://images.topshop.com/i/TopShop/TS02B02LWBK_M_1.jpg?$Large$,Jeans,15.598567273646992
148,2018-12-09,25.0,106,https://images.topshop.com/i/TopShop/TS02Y28LWHT_M_1.jpg?$Large$,Jeans,-4.401432726353008
149,2018-12-09,15.0,50,https://images.topshop.com/i/TopShop/TS35B21KMUL_M_1.jpg?$Large$,Dresses,-14.401432726353008
150,2018-12-09,30.0,46,https://images.topshop.com/i/TopShop/TS35L12LNAV_M_1.jpg?$Large$,Dresses,0.5985672736469922
151,2018-12-09,42.0,11,https://images.topshop.com/i/TopShop/TS02B05LMDT_M_1.jpg?$Large$,Jeans,12.598567273646992
152,2018-12-09,7.0,12,https://images.topshop.com/i/TopShop/TS27K01LLIL_M_1.jpg?$Large$,Skirts,-22.401432726353008
153,2018-12-09,18.0,3,https://images.topshop.com/i/TopShop/TS62C17KPNK_M_1.jpg?$Large$,Playsuits & Jumpsuits,-11.401432726353008
154,2018-12-09,10.0,3,https://images.topshop.com/i/TopShop/TS13A10LRED_M_1.jpg?$Large$,Tops,-19.401432726353008
155,2018-12-09,20.0,56,https://images.topshop.com/i/TopShop/TS35W16LMUL_M_1.jpg?$Large$,Dresses,-9.401432726353008
156,2018-12-09,10.0,64,https://images.topshop.com/i/TopShop/TS04M22KGLD_M_1.jpg?$Large$,Tops,-19.401432726353008
157,2018-12-09,3.0,25,https://images.topshop.com/i/TopShop/TS04E38IMUL_M_1.jpg?$Large$,Tops,-26.401432726353008
158,2018-12-09,10.0,16,https://images.topshop.com/i/TopShop/TS44I09LWBK_M_1.jpg?$Large$,Shorts,-19.401432726353008
159,2018-12-09,18.0,3,https://images.topshop.com/i/TopShop/TS20L10LMVE_M_1.jpg?$Large$,Beauty,-11.401432726353008
160,2018-12-09,46.0,10,https://images.topshop.com/i/TopShop/TS02Y35LIND_M_1.jpg?$Large$,Jeans,16.598567273646992
161,2018-12-09,10.0,43,https://images.topshop.com/i/TopShop/TS03X45LBLE_M_1.jpg?$Large$,Swimwear,-19.401432726353008
162,2018-12-09,15.0,19,https://images.topshop.com/i/TopShop/TS03X47LBLK_M_1.jpg?$Large$,Swimwear,-14.401432726353008
163,2018-12-09,49.99,1,https://images.topshop.com/i/TopShop/TS63F08LGRY_M_1.jpg?$Large$,Shoes,20.588567273646994
164,2018-12-09,74.99,1,https://images.topshop.com/i/TopShop/TS63F04LPNK_M_1.jpg?$Large$,Shoes,45.58856727364699
165,2018-12-09,40.0,39,https://images.topshop.com/i/TopShop/TS02J10LWBK_M_1.jpg?$Large$,Jeans,10.598567273646992
166,2018-12-09,49.0,1,https://images.topshop.com/i/TopShop/TS62E05LNAV_M_1.jpg?$Large$,Dresses,19.598567273646992
167,2018-12-09,16.99,2,https://images.topshop.com/i/TopShop/TS62Z05LWHT_M_1.jpg?$Large$,Tops,-12.41143272635301
168,2018-12-09,38.0,13,https://images.topshop.com/i/TopShop/TS44J03LDST_M_1.jpg?$Large$,Jeans,8.598567273646992
169,2018-12-09,16.0,10,https://images.topshop.com/i/TopShop/TS22S22JMON_M_1.jpg?$Large$,Sunglasses,-13.401432726353008
170,2018-12-09,10.0,1,https://images.topshop.com/i/TopShop/TS16K12LKHA_M_1.jpg?$Large$,Trousers & Leggings,-19.401432726353008
171,2018-12-09,38.0,1,https://images.topshop.com/i/TopShop/TS26I36LBLK_M_1.jpg?$Large$,Jeans,8.598567273646992
172,2018-12-09,42.99,3,https://images.topshop.com/i/TopShop/TS63F08LBLU_M_1.jpg?$Large$,Shoes,13.588567273646994
173,2018-12-09,10.0,1,https://images.topshop.com/i/TopShop/TS13N27LLIL_M_1.jpg?$Large$,Tops,-19.401432726353008
174,2018-12-09,32.0,1,https://images.topshop.com/i/TopShop/TS62M01LGRY_M_1.jpg?$Large$,Skirts,2.5985672736469922
175,2018-12-09,32.0,1,https://images.topshop.com/i/TopShop/TS62M01LNUD_M_1.jpg?$Large$,Skirts,2.5985672736469922
176,2018-12-09,70.0,1,https://images.topshop.com/i/TopShop/TS62M03LGRY_M_1.jpg?$Large$,Skirts,40.59856727364699
177,2018-12-09,79.0,7,https://images.topshop.com/i/TopShop/TS63R01LBRN_F_1.jpg?$Large$,Jewellery,49.59856727364699
178,2018-12-09,79.0,7,https://images.topshop.com/i/TopShop/TS63R02LBLK_M_1.jpg?$Large$,Jewellery,49.59856727364699
179,2018-12-09,79.0,10,https://images.topshop.com/i/TopShop/TS63R02LBRN_F_1.jpg?$Large$,Jewellery,49.59856727364699
180,2018-12-09,79.0,10,https://images.topshop.com/i/TopShop/TS63R02LGRY_M_1.jpg?$Large$,Jewellery,49.59856727364699
181,2018-12-09,79.0,10,https://images.topshop.com/i/TopShop/TS63R03LPNK_F_1.jpg?$Large$,Jewellery,49.59856727364699
182,2018-12-09,7.2,10,https://images.topshop.com/i/TopShop/TS61T07LWHT_F_1.jpg?$Large$,Jewellery,-22.20143272635301
183,2018-12-09,7.0,10,https://images.topshop.com/i/TopShop/TS61E07LBLK_M_1.jpg?$Large$,Jewellery,-22.401432726353008
184,2018-12-09,2.5,60,https://images.topshop.com/i/TopShop/TS43O05KIVR_M_1.jpg?$Large$,Lingerie,-26.901432726353008
185,2018-12-09,3.0,10,https://images.topshop.com/i/TopShop/TS19H05LWHT_M_1.jpg?$Large$,Hats,-26.401432726353008
186,2018-12-09,21.0,3,https://images.topshop.com/i/TopShop/TS62C04LMUL_M_1.jpg?$Large$,Dresses,-8.401432726353008
187,2018-12-09,18.0,1,https://images.topshop.com/i/TopShop/TS22S11LBLK_M_1.jpg?$Large$,Sunglasses,-11.401432726353008
188,2018-12-09,29.0,10,https://images.topshop.com/i/TopShop/TS44J10MMDT_M_1.jpg?$Large$,Shorts,-0.40143272635300775
189,2018-12-09,26.0,31,https://images.topshop.com/i/TopShop/TS29E05MBLK_M_1.jpg?$Large$,Shoes,-3.4014327263530078
190,2018-12-09,5.0,60,https://images.topshop.com/i/TopShop/TS43O25LRED_M_1.jpg?$Large$,Lingerie,-24.401432726353008
191,2018-12-09,4.0,10,https://images.topshop.com/i/TopShop/TS08E24LLIL_M_1.jpg?$Large$,Socks & Tights,-25.401432726353008
192,2018-12-09,7.0,32,https://images.topshop.com/i/TopShop/TS03E15LRED_M_1.jpg?$Large$,Swimwear,-22.401432726353008
193,2018-12-09,5.0,37,https://images.topshop.com/i/TopShop/TS03L25LWHT_M_1.jpg?$Large$,Swimwear,-24.401432726353008
194,2018-12-09,16.2,1,https://images.topshop.com/i/TopShop/TS62R14LTUR_M_1.jpg?$Large$,Dresses,-13.201432726353008
195,2018-12-09,5.0,67,https://images.topshop.com/i/TopShop/TS03T47LRED_M_1.jpg?$Large$,Swimwear,-24.401432726353008
196,2018-12-09,20.0,10,https://images.topshop.com/i/TopShop/TS22Q06LSLV_M_1.jpg?$Large$,Sunglasses,-9.401432726353008
197,2018-12-09,12.0,11,https://images.topshop.com/i/TopShop/TS16H05MLGY_M_1.jpg?$Large$,Trousers & Leggings,-17.401432726353008
198,2018-12-09,5.0,20,https://images.topshop.com/i/TopShop/TS04W80JGYM_M_1.jpg?$Large$,Tops,-24.401432726353008
199,2018-12-09,2.0,49,https://images.topshop.com/i/TopShop/TS03B23LJDE_M_1.jpg?$Large$,Swimwear,-27.401432726353008
200,2018-12-09,5.0,1,https://images.topshop.com/i/TopShop/TS03T33LJDE_M_1.jpg?$Large$,Swimwear,-24.401432726353008
